room_key,address_place,address_street,address_zip_code,seats_sitting,seats_wheelchair,seats_standing,floor_type,floor_level,tumonline_id,area_id,building_id,main_operator_id,usage_id,alt_name,arch_name,calendar_resource_nr,patched
9378.04.412,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Fliesen,4.OG,77300,29,2889,51837,116,"04.412, WC Damen",04.412@9378,,false
9378.04.413,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77301,29,2889,51837,222,"04.413, Flur",04.413@9378,,false
9378.04.414,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Keine Angabe,4.OG,77302,29,2889,51837,120,"04.414, UV Technik",04.414@9378,,false
9378.04.415,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Keine Angabe,4.OG,77303,29,2889,51837,207,"04.415, Server",04.415@9378,,false
9378.04.416,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Keine Angabe,4.OG,77304,29,2889,51837,198,"04.416, Teeküche",04.416@9378,,false
9378.04.417,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77305,29,2889,51837,12,"04.417, Büro",04.417@9378,,false
9378.04.418,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77306,29,2889,51837,222,"04.418, Flur",04.418@9378,,false
9378.04.419,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77307,29,2889,51837,12,"04.419, Büro",04.419@9378,,false
9378.04.420,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77308,29,2889,51837,12,"04.420, Büro",04.420@9378,,false
9378.04.421,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77309,29,2889,51837,12,"04.421, Büro",04.421@9378,,false
9378.04.422,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77310,29,2889,51837,12,"04.422, Büro",04.422@9378,,false
9378.04.423,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77311,29,2889,51837,12,"04.423, Büro",04.423@9378,,false
9378.04.424,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77312,29,2889,51837,12,"04.424, Büro",04.424@9378,,false
9378.04.425,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77313,29,2889,51837,12,"04.425, Büro",04.425@9378,,false
9378.04.426,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,4.OG,77314,29,2889,51837,30,"04.426, Lager",04.426@9378,,false
9378.04.427,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77315,29,2889,51837,142,"04.427, Konferenz",04.427@9378,,false
9378.04.428,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77316,29,2889,51837,12,"04.428, Büro",04.428@9378,,false
9378.04.434A,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77318,29,2889,51837,110,"04.434a, Copy",04.434a@9378,,false
9378.04.436,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,4.OG,77317,29,2889,51837,12,"04.436, Büro",04.436@9378,,false
9378.EG.020,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Linoleum,EG,72534,29,2889,51837,103,"00.020, Elektronik Labor",00.020@9378,,false
9378.EG.021,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Linoleum,EG,72535,29,2889,51837,103,"00.021, Elektronik Labor",00.021@9378,,false
9378.EG.022,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,EG,72536,29,2889,51837,12,"00.022, Büro",00.022@9378,,false
9378.EG.023,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72537,29,2889,51837,30,"00.023, Lager",00.023@9378,,false
9378.EG.025,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Linoleum,EG,72696,29,2889,51837,103,"00.025, Laser Labor",00.025@9378,,false
9378.EG.026,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Linoleum,EG,72538,29,2889,51837,103,"00.026, Elektronik Labor",00.026@9378,,false
9378.EG.027,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72539,29,2889,51837,198,"00.027, Teeküche",00.027@9378,,false
9378.EG.028,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72533,29,2889,51837,222,"00.028, Flur 1",00.028@9378,,false
9378.EG.028A,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72520,29,2889,51837,222,"00.028A, Flur 2",00.028A@9378,,false
9378.EG.029,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72540,29,2889,51837,103,"00.029, Elektronik Labor",00.029@9378,,false
9378.EG.030,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72532,29,2889,51837,103,"00.030, Elektronik Labor",00.030@9378,,false
9378.EG.031,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72541,29,2889,51837,12,"00.031, Prüfraum",00.031@9378,,false
9378.EG.032,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,PVC,EG,72693,29,2889,51837,30,"00.032, Lager",00.032@9378,,false
9378.EG.033,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Spannteppich,EG,72508,29,2889,51837,12,"00.033, Büro",00.033@9378,,false
9378.EG.034,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Keine Angabe,EG,72519,29,2889,51837,207,"00.034, Server",00.034@9378,,false
9378.EG.036,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Fliesen,EG,72695,29,2889,51837,115,"00.036, WC-Damen",00.036@9378,,false
9378.EG.037,Ottobrunn,Caroline-Herschel-Str. 100,85521,,,,Fliesen,EG,72694,29,2889,51837,115,"00.037, WC-Herren",00.037@9378,,false
9379.01.101,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,1.OG,73073,29,2949,51837,198,"01.101, Teeküche",01.101@9379,,false
9379.01.102,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73067,29,2949,51837,12,"01.102, Büro",01.102@9379,,false
9379.01.103,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73074,29,2949,51837,12,"01.103, Büro",01.103@9379,,false
9379.01.104,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73075,29,2949,51837,12,"01.104, Büro",01.104@9379,,false
9379.01.105,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73076,29,2949,51837,12,"01.105, Büro",01.105@9379,,false
9379.01.106,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73077,29,2949,51837,12,"01.106, Büro",01.106@9379,,false
9379.01.107,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73078,29,2949,51837,12,"01.107, Büro",01.107@9379,,false
9379.01.108,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73079,29,2949,51837,12,"01.108, Büro",01.108@9379,,false
9379.01.109,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73080,29,2949,51837,12,"01.109, Büro",01.109@9379,,false
9379.01.110,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73081,29,2949,51837,12,"01.110, Büro",01.110@9379,,false
9379.01.111,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73082,29,2949,51837,12,"01.111, Büro",01.111@9379,,false
9379.01.112,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73083,29,2949,51837,12,"01.112, Büro",01.112@9379,,false
9379.01.113,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73084,29,2949,51837,12,"01.113, Büro",01.113@9379,,false
9379.01.114,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73085,29,2949,51837,12,"01.114, Büro",01.114@9379,,false
9379.01.116A,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.OG,73062,29,2949,51837,115,"01.116A, WC-Herren",01.116A@9379,,false
9379.01.116B,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.OG,73063,29,2949,51837,116,"01.116B, WC-Damen",01.116B@9379,,false
9379.01.117,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73065,29,2949,51837,12,"01.117, Büro",01.117@9379,,false
9379.01.118,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,1.OG,73064,29,2949,51837,198,"01.118, Teeküche",01.118@9379,,false
9379.01.119,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73066,29,2949,51837,12,"01.119, Büro",01.119@9379,,false
9379.01.120,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73068,29,2949,51837,12,"01.120, Büro",01.120@9379,,false
9379.01.121,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73069,29,2949,51837,12,"01.121, Büro",01.121@9379,,false
9379.01.122,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73070,29,2949,51837,12,"01.122, Büro",01.122@9379,,false
9379.01.123,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73071,29,2949,51837,12,"01.123, Büro",01.123@9379,,false
9379.01.124,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73072,29,2949,51837,12,"01.124, Büro",01.124@9379,,false
9379.01.127,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73086,29,2949,51837,12,"01.127, Büro",01.127@9379,,false
9379.01.128,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73087,29,2949,51837,12,"01.128, Büro",01.128@9379,,false
9379.01.130A,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.OG,73090,29,2949,51837,116,"01.130A, WC-Damen",01.130A@9379,,false
9379.01.130B,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,1.OG,73092,29,2949,51837,205,"01.130B, Putzraum",01.130B@9379,,false
9379.01.130C,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.OG,73091,29,2949,51837,115,"01.1130C, WC-Herren",01.1130C@9379,,false
9379.01.131,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73088,29,2949,51837,103,"01.131, Messraum",01.131@9379,35253,false
9379.01.132,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73089,29,2949,51837,198,"01.132, Teeküche",01.132@9379,,false
9379.01.133,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73093,29,2949,51837,12,"01.133, Büro",01.133@9379,35254,false
9379.01.134,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73094,29,2949,51837,12,"01.134, Büro",01.134@9379,,false
9379.01.135,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73095,29,2949,51837,12,"01.135, Büro",01.135@9379,,false
9379.01.136,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73096,29,2949,51837,12,"01.136, Büro",01.136@9379,,false
9379.01.137,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73097,29,2949,51837,12,"01.137, Büro",01.137@9379,,false
9379.01.138,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73098,29,2949,51837,51,"01.138, Werkstatt",01.138@9379,,false
9379.01.171,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73025,29,2949,51837,223,"01.171, Treppenhaus",01.171@9379,,false
9379.01.172,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73026,29,2949,51837,222,"01.172, Flur",01.172@9379,,false
9379.01.173,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73027,29,2949,51837,222,"01.173, Flur",01.173@9379,,false
9379.01.174,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73059,29,2949,51837,222,"01.174, Flur",01.174@9379,,false
9379.01.175,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73061,29,2949,51837,223,"01.175, Treppenhaus",01.175@9379,,false
9379.01.176,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.OG,73060,29,2949,51837,222,"01.176, Flur",01.176@9379,,false
9379.02.201,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,2.OG,73112,29,2949,51837,198,"02.201, Teeküche",02.201@9379,,false
9379.02.202,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73113,29,2949,51837,2,"02.202, Archiv",02.202@9379,,false
9379.02.203,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73114,29,2949,51837,2,"02.203, Archiv",02.203@9379,,false
9379.02.204,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73115,29,2949,51837,12,"02.204, Büro",02.204@9379,,false
9379.02.205,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73116,29,2949,51837,12,"02.205, Büro",02.205@9379,,false
9379.02.206,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73117,29,2949,51837,12,"02.206, Büro",02.206@9379,,false
9379.02.207,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73118,29,2949,51837,12,"02.207, Büro",02.207@9379,,false
9379.02.208,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73119,29,2949,51837,12,"02.208, Büro",02.208@9379,,false
9379.02.209,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73120,29,2949,51837,12,"02.209, Büro",02.209@9379,,false
9379.02.210,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73121,29,2949,51837,12,"02.210, Büro",02.210@9379,,false
9379.02.211,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73122,29,2949,51837,12,"02.211, Büro",02.211@9379,,false
9379.02.212,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73123,29,2949,51837,12,"02.212, Büro",02.212@9379,,false
9379.02.213,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73124,29,2949,51837,12,"02.213, Büro",02.213@9379,,false
9379.02.214,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,2.OG,73125,29,2949,51837,12,"02.214, Büro",02.214@9379,,false
9379.02.216A,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,2.OG,73104,29,2949,51837,115,"02.216A, WC-Herren",02.216A@9379,,false
9379.02.216B,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,2.OG,73105,29,2949,51837,116,"02.216B, WC-Damen",02.216B@9379,,false
9379.02.217,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73031,29,2949,51837,12,"02.217, Büro",02.217@9379,,false
9379.02.218,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,2.OG,73109,29,2949,51837,198,"02.218, Teeküche",02.218@9379,,false
9379.02.219,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73032,29,2949,51837,12,"02.219, Büro",02.219@9379,,false
9379.02.220,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73033,29,2949,51837,12,"02.220, Büro",02.220@9379,,false
9379.02.221,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73034,29,2949,51837,12,"02.221, Büro",02.221@9379,,false
9379.02.222,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73110,29,2949,51837,12,"02.222, Büro",02.222@9379,,false
9379.02.223,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73111,29,2949,51837,12,"02.223, Büro",02.223@9379,,false
9379.02.224,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73131,29,2949,51837,12,"02.224, Büro",02.224@9379,,false
9379.02.229,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73132,29,2949,51837,110,"02.229, Kopierer",02.229@9379,,false
9379.02.230A,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,2.OG,73106,29,2949,51837,116,"02.230A, WC-Damen",02.230A@9379,,false
9379.02.230B,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,2.OG,73107,29,2949,51837,205,"02.230B, Putzraum",02.230B@9379,,false
9379.02.230C,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,2.OG,73108,29,2949,51837,115,"02.230C, WC-Herren",02.230C@9379,,false
9379.02.231,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73030,29,2949,51837,12,"02.231, Büro",02.231@9379,35252,false
9379.02.232,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73029,29,2949,51837,198,"02.232, Teeküche",02.232@9379,,false
9379.02.233,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73127,29,2949,51837,12,"02.233, Büro",02.233@9379,,false
9379.02.234,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73126,29,2949,51837,12,"02.234, Büro",02.234@9379,,false
9379.02.235,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73128,29,2949,51837,12,"02.235, Büro",02.235@9379,,false
9379.02.236,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73129,29,2949,51837,12,"02.236, Büro",02.236@9379,,false
9379.02.237,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73130,29,2949,51837,12,"02.237, Büro",02.237@9379,,false
9379.02.271,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73099,29,2949,51837,223,"02.271, Treppenhaus",02.271@9379,,false
9379.02.272,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73028,29,2949,51837,222,"02.272, Flur",02.272@9379,,false
9379.02.273,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73100,29,2949,51837,222,"02.273, Flur",02.273@9379,,false
9379.02.274,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73101,29,2949,51837,222,"02.274, Flur",02.274@9379,,false
9379.02.275,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73102,29,2949,51837,223,"02.275, Treppenhaus",02.275@9379,,false
9379.02.276,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,2.OG,73103,29,2949,51837,222,"02.276, Flur",02.276@9379,,false
9379.EG.001,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,EG,73038,29,2949,51837,198,"00.001, Teeküche",00.001@9379,,false
9379.EG.002,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73018,29,2949,51837,12,"00.002, Büro",00.002@9379,,false
9379.EG.003,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73017,29,2949,51837,12,"00.003, Büro",00.003@9379,,false
9379.EG.004,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73019,29,2949,51837,12,"00.004, Büro",00.004@9379,,false
9379.EG.005,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Keine Angabe,EG,73016,29,2949,51837,30,"00.005, Lager",00.005@9379,,false
9379.EG.006,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73020,29,2949,51837,12,"00.006, Büro",00.006@9379,,false
9379.EG.007,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73039,29,2949,51837,12,"00.007, Büro",00.007@9379,,false
9379.EG.008,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73040,29,2949,51837,12,"00.008, Büro",00.008@9379,,false
9379.EG.009,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73041,29,2949,51837,12,"00.009, Büro",00.009@9379,,false
9379.EG.010,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73042,29,2949,51837,12,"00.010, Büro",00.010@9379,,false
9379.EG.011,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73043,29,2949,51837,12,"00.011, Büro",00.011@9379,,false
9379.EG.012,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73044,29,2949,51837,12,"00.012, Büro",00.012@9379,,false
9379.EG.013,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73045,29,2949,51837,12,"00.013, Büro",00.013@9379,,false
9379.EG.014,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73046,29,2949,51837,12,"00.014, Büro",00.014@9379,,false
9379.EG.015,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73047,29,2949,51837,12,"00.015, Büro",00.015@9379,,false
9379.EG.016A,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,EG,73014,29,2949,51837,115,"00.016A, WC-Herren",00.016A@9379,,false
9379.EG.016B,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,EG,73015,29,2949,51837,116,"00.016B, WC-Damen",00.016B@9379,,false
9379.EG.017,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73158,29,2949,47297,130,"00.017, Mehrzweck",00.017@9379,,false
9379.EG.018,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73159,29,2949,47297,130,"00.018, Mehrzweck",00.018@9379,,false
9379.EG.019,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73160,29,2949,47297,12,"00.019, Büro",00.019@9379,,false
9379.EG.020,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73161,29,2949,47297,12,"00.020, Büro",00.020@9379,,false
9379.EG.021,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73162,29,2949,47297,12,"00.021, Büro",00.021@9379,,false
9379.EG.022,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73163,29,2949,47297,12,"00.022, Büro",00.022@9379,,false
9379.EG.023,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73035,29,2949,47297,12,"00.023, Büro",00.023@9379,,false
9379.EG.024,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73057,29,2949,51837,12,"00.024, Büro",00.024@9379,,false
9379.EG.025,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73036,29,2949,47297,12,"00.025, Büro",00.025@9379,,false
9379.EG.026,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73037,29,2949,47297,12,"00.026, Büro",00.026@9379,,false
9379.EG.029,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73024,29,2949,51837,207,"00.029, EDV",00.029@9379,,false
9379.EG.030A,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,EG,73050,29,2949,51837,115,"00.0130A, WC-Damen",00.0130A@9379,,false
9379.EG.030B,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,EG,73022,29,2949,51837,205,"00.030B, Putzraum",00.030B@9379,,false
9379.EG.030C,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,EG,73021,29,2949,51837,115,"00.030C, WC-Herren",00.030C@9379,,false
9379.EG.031,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,EG,73051,29,2949,51837,12,"00.031, Büro",00.031@9379,,false
9379.EG.032,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73023,29,2949,51837,198,"00.032, Teeküche",00.032@9379,,false
9379.EG.033,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73052,29,2949,51837,12,"00.033, Büro",00.033@9379,,false
9379.EG.034,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,EG,73053,29,2949,51837,12,"00.034, Büro",00.034@9379,,false
9379.EG.035,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73054,29,2949,51837,12,"00.035, Büro",00.035@9379,,false
9379.EG.036,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,EG,73055,29,2949,51837,12,"00.036, Büro",00.036@9379,,false
9379.EG.037,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73056,29,2949,51837,12,"00.037, Büro",00.037@9379,,false
9379.EG.038,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,PVC,EG,73058,29,2949,51837,12,"00.038, Büro",00.038@9379,,false
9379.EG.071,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,EG,73155,29,2949,51837,223,"00.071, Treppenhaus",00.071@9379,,false
9379.EG.072,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73156,29,2949,51837,222,"00.072, Flur",00.072@9379,,false
9379.EG.074,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73157,29,2949,51837,222,"00.074, Flur",00.074@9379,,false
9379.EG.075,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73048,29,2949,51837,223,"00.075, Treppenhaus",00.075@9379,,false
9379.EG.076,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,EG,73049,29,2949,51837,222,"00.076, Flur",00.076@9379,,false
9379.U1.001,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.UG,73010,29,2949,51837,30,"-1.001, Lager",-1.001@9379,,false
9379.U1.002,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.UG,73011,29,2949,51837,116,"-1.002, WC-Damen",-1.002@9379,,false
9379.U1.002A,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.UG,73012,29,2949,51837,116,"-1.002A, WC-Damen",-1.002A@9379,,false
9379.U1.003,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Estrich (Beton),1.UG,73143,29,2949,51837,120,"-1.003, Heizung",-1.003@9379,,false
9379.U1.004,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.UG,73013,29,2949,51837,115,"-1.004, WC-Herren",-1.004@9379,,false
9379.U1.005,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Fliesen,1.UG,73145,29,2949,51837,205,"-1.005, Putzraum",-1.005@9379,,false
9379.U1.006,Ottobrunn,Lise-Meitner-Str. 8,85521,,,,Spannteppich,1.UG,73146,29,2949,51837,110,"-1.006, Kopierer",-1.006@9379,,false
