org_id,code,name,path
48548,TUZET11,Core Facility Preclinical Research,TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Core Facility Preclinical Research
48549,TUZET12,Core Facility Imaging,TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Core Facility Imaging
48550,TUZET13,Core Facility Cell Analysis,TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Core Facility Cell Analysis
48577,TUZECLA,People Development,TUM/TUM Institute for Life Long Learning/People Development
48597,TUEILBE,Heinz Nixdorf-Lehrstuhl für Biomedizinische Elektronik (Prof. Hayden),"TUM/Schools/Computation, Information and Technology/Departments/Electrical Engineering/Heinz Nixdorf-Lehrstuhl für Biomedizinische Elektronik (Prof. Hayden)"
48622,TUZV14Z,Versorgungsnetze (ZA 4),TUM/Zentrale Verwaltung/Immobilien (ZA 4)/Zentrale Technik (ZA 4)/Versorgungsnetze (ZA 4)
48657,TUMETBB,Medizintechnik (MRI),TUM/Schools/Medicine and Health/Weitere Einheiten MRI/Medizintechnik (MRI)
48677,TUMEKCK,Talent Management and Diversity (MH) School Office,TUM/Schools/Medicine and Health/School Office/Talent Management and Diversity (MH)
48697,TUCSP04,Professur für Chemische und Thermische Verfahrenstechnik (Prof. Burger),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Chemische und Thermische Verfahrenstechnik (Prof. Burger)
48717,TUWZVH1,Versuchsstation Veitshof,TUM/Schools/Life Sciences/TUM Animal Research Center (ARC)/Nutztier-Unit/Versuchsstation Veitshof
48718,TUZET14,Cellular immuno-regulation (AG Zielinski),TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Cellular immuno-regulation (AG Zielinski)
48719,TUZET15,Quantitative imaging in neuro-oncology (AG Kirschke),TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Quantitative imaging in neuro-oncology (AG Kirschke)
48720,TUZET16,Optical and optoacoustical microscopy (AG Chmyrov),TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Optical and optoacoustical microscopy (AG Chmyrov)
48737,TUARL34,Lehrstuhl für Architectural Design and Participation (Prof. Kéré),TUM/Schools/Engineering and Design/Departments/Architecture/Architectural Design and Participation (Prof. Kéré)
48758,TUEDS27,Professur für Kognitions- und Entwicklungspsychologie (Prof. Ruggeri),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Kognitions- und Entwicklungspsychologie (Prof. Ruggeri)
48777,TUCS000,TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)
48837,TUMWLPL,Lehrstuhl für Produktentwicklung und Leichtbau (Prof. Zimmermann),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Produktentwicklung und Leichtbau (Prof. Zimmermann)
48838,TUCHOCK,Professur für Biochemistry of Gene Expression (Prof. Nedialkova),TUM/Schools/Natural Sciences/Departments/Bioscience/Biochemistry of Gene Expression (Prof. Nedialkova)
48857,TUPRB01,Beauftragte für Philanthropie und Engagement,TUM/Hochschulpräsidium/Beauftragte und Bevollmächtigte des Präsidenten/Beauftragte des Präsidenten/Beauftragte für Philanthropie und Engagement
48859,TUZELSB,Leibniz-Institut für Lebensmittelsystembiologie an der Technischen Universität München,TUM/TUM Leibniz-Institute/Leibniz-Institut für Lebensmittelsystembiologie an der Technischen Universität München
48860,TUZELDM,Deutsches Museum,TUM/TUM Leibniz-Institute/Deutsches Museum
48897,TUPHEBI,Professur für Physik der Biomedizinischen Bildgebung (Prof. Herzen),TUM/Schools/Natural Sciences/Departments/Physics/Physik der Biomedizinischen Bildgebung (Prof. Herzen)
48938,TUARL35,Professur für Neuere Baudenkmalpflege (Prof. Putz),TUM/Schools/Engineering and Design/Departments/Architecture/Neuere Baudenkmalpflege (Prof. Putz)
48957,TUPHEFS,Lehrstuhl für Experimentalphysik funktionaler Spinsysteme (Prof. Back),TUM/Schools/Natural Sciences/Departments/Physics/Experimentalphysik funktionaler Spinsysteme (Prof. Back)
48977,TUINF20,Informatik 9 - Professur für Dynamic Vision and Learning (N.N.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Dynamic Vision and Learning (N.N.)"
49037,TUZEIOA,Arabisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Arabisch
49038,TUZEIOB,Chinesisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Chinesisch
49039,TUZEIOC,Dänisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Dänisch
49040,TUZEIOD,Deutsch als Fremdsprache,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Deutsch als Fremdsprache
49041,TUZEIOE,Englisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Englisch
49042,TUZEIOF,Französisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Französisch
49043,TUZEIOG,Hebräisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Hebräisch
49044,TUZEIOH,Italienisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Italienisch
49045,TUZEIOI,Japanisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Japanisch
49046,TUZEIOJ,Koreanisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Koreanisch
49047,TUZEIOK,Niederländisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Niederländisch
49048,TUZEIOL,Norwegisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Norwegisch
49049,TUZEIOM,Portugiesisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Portugiesisch
49050,TUZEION,Russisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Russisch
49051,TUZEIOO,Schwedisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Schwedisch
49052,TUZEIOP,Spanisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Spanisch
49053,TUZEIOQ,Türkisch,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Türkisch
49054,TUZEIOR,Zusatzangebote,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Zusatzangebote
49055,TURM000,Munich Institute of Robotics and Machine Intelligence (MIRMI) - The AI Mission Institute (AIM),TUM/Integrative Research Institutes/Munich Institute of Robotics and Machine Intelligence (MIRMI) - The AI Mission Institute (AIM)
49057,TUZEIOS,Intercultural Communication,TUM/Zentrale Serviceeinrichtungen/TUM Sprachenzentrum/Intercultural Communication
49077,TUEIRSI,Lehrstuhl für Robotik und Systemintelligenz (Prof. König komm.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/Robotik und Systemintelligenz (Prof. König komm.)"
49099,TUCSREK,Rektor TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Rektor/in
49100,TUCSPRK,Prorektorin TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Prorektor/in
49101,TUCSSDK,Studiendekan,TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Studiendekan
49102,TUCSPRF,Lehrstühle und Professuren,TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren
49103,TUCSHSW,HSWT - Professuren,TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/HSWT - Professuren
49104,TUCSGRZ,Graduiertenzentrum TUMCS,TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Graduiertenzentrum TUMCS
49105,TUCSFSV,Fachschaftsvertretung,TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Fachschaftsvertretung
49117,TUCSGSF,Geschäftsführung,TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Geschäftsführung
49137,TUCSP06,Lehrstuhl für Supply and Value Chain Management (Prof. Hübner),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Supply and Value Chain Management (Prof. Hübner)
49138,TUCSP05,Professur für Economics (Prof. Goerg),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Economics (Prof. Goerg)
49157,TUCSP07,Professur für Bioverfahrenstechnik (Prof. Zavrel),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Bioverfahrenstechnik (Prof. Zavrel)
49177,TUEICNE,Professur für Computational Neuroengineering (Prof. Cheng komm.),TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Lehrstühle und Professuren/Computational Neuroengineering (Prof. Cheng komm.)
49218,TUCHOCL,Lehrstuhl für Neurobiological Engineering (Prof. Westmeyer),TUM/Schools/Natural Sciences/Departments/Bioscience/Neurobiological Engineering (Prof. Westmeyer)
49277,TUEIZDI,Zentrale Dienste,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Zentrale Dienste
49279,TUEIITS,IT-Service,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Zentrale Dienste/IT-Service
49280,TUEILAB,Zentrales Elektronik- und Informationstechnologielabor - ZEITlab,"TUM/Schools/Computation, Information and Technology/School Office/School Services (CIT)/Zentrale Laboratorien (CIT)/Zentrales Elektronik- und Informationstechnologielabor - ZEITlab"
49297,TUEDS28,Professur für Didaktik der Chemie (Prof. Koenen),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Didaktik der Chemie (Prof. Koenen)
49317,TUMWCPS,Lehrstuhl für Cyber-Physical Systems in Production Engineering (Prof. Caccamo),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Cyber-Physical Systems in Production Engineering (Prof. Caccamo)
49337,TUPEILL,Institut Laue-Langevin (ILL),TUM/Partnerschaftliche Einrichtungen/Institut Laue-Langevin (ILL)
49338,TUCSP08,Professur für Innovation and Technology Management (Prof. Doblinger),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Innovation and Technology Management (Prof. Doblinger)
49339,TUCSP09,Professur für Mikrobielle Biotechnologie (Prof. Blombach),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Mikrobielle Biotechnologie (Prof. Blombach)
49340,TUCSP10,Lehrstuhl für Circular Economy and Sustainability Assessment (Prof. Fröhling),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Circular Economy and Sustainability Assessment (Prof. Fröhling)
49341,TUCSP11,Professur für Finance and Accounting (N.N.),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Lehrstühle und Professuren/Finance and Accounting (N.N.)
49378,TUWIH02,Professur für Economics (Prof. Lergetporer) (TUM Campus Heilbronn),TUM/Schools/Management/Departments/Economics and Policy/Economics (Prof. Lergetporer) (TUM Campus Heilbronn)
49379,TUWIH03,Professur für Accounting (Prof. Stich) (TUM Campus Heilbronn),TUM/Schools/Management/Departments/Finance and Accounting/Accounting (Prof. Stich) (TUM Campus Heilbronn)
49381,TUWIH05,Professur für Strategic Management (Prof. Li) (TUM Campus Heilbronn),"TUM/Schools/Management/Departments/Marketing, Strategy and Leadership/Strategic Management (Prof. Li) (TUM Campus Heilbronn)"
49382,TUWIH01,Campus Heilbronn Gruppe - Einheiten TUM Campus Heilbronn (MGT),TUM/Schools/Management/Einheiten TUM Campus Heilbronn (MGT)/Campus Heilbronn Gruppe
49398,TUWIB39,Professur für Business Analytics and Intelligent Systems (Prof. Schiffer),TUM/Schools/Management/Departments/Operations and Technology/Business Analytics and Intelligent Systems (Prof. Schiffer)
49417,TUEDS29,Professur für Schul- und Unterrichtsforschung (Prof. Holzberger),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Schul- und Unterrichtsforschung (Prof. Holzberger)
49437,TUEDS30,Professur für Technikdidaktik für das berufliche Lehramt (Prof. Pittich),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Technikdidaktik für das berufliche Lehramt (Prof. Pittich)
49457,TUPENPC,Nuclear Physics European Collaboration Committee (NuPECC),TUM/Partnerschaftliche Einrichtungen/Nuclear Physics European Collaboration Committee (NuPECC)
49477,TUZET17,Core Facility Genomics,TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Core Facility Genomics
49478,TUZET18,Core Facility Transgenic Mouse,TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Core Facility Transgenic Mouse
49497,TUZEMZ1,Datenschutzbevollmächtigte/r ProLehre Medien und Didaktik,TUM/TUM Institute for Life Long Learning/ProLehre Medien und Didaktik/Datenschutzbevollmächtigte/r
49517,TULRFLR,"Ehemalige Fakultät für Luftfahrt, Raumfahrt und Geodäsie","TUM/Fakultäten/Ehemalige Fakultät für Luftfahrt, Raumfahrt und Geodäsie"
49597,TUZECPA,Center for Functional Protein Assemblies (CPA),TUM/Wissenschaftliche Zentralinstitute/Center for Functional Protein Assemblies (CPA)
49598,TUZEEAI,TUM Institute for Ethics in Artificial Intelligence,TUM/Schools/Social Sciences and Technology/TUM Institute for Ethics in Artificial Intelligence
49617,TUZVSVB,Rechtliche Grundsatzthemen (Referat 50),TUM/Zentrale Verwaltung/TUM Legal Office (ZA 5)/Rechtliche Grundsatzthemen (Referat 50)
49618,TUZVSEU,Entsorgung und Umwelt (ZA 4),TUM/Zentrale Verwaltung/Immobilien (ZA 4)/Zentrale Technik (ZA 4)/Entsorgung und Umwelt (ZA 4)
49638,TUEIMLI,Professur für Machine Learning (Prof. Heckel),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/Machine Learning (Prof. Heckel)"
49639,TUEIQEC,Professur für Quantum Electronics and Computer Engineering (Prof. Müller),"TUM/Schools/Computation, Information and Technology/Departments/Electrical Engineering/Quantum Electronics and Computer Engineering (Prof. Müller)"
49657,TUEILSE,Lehrstuhl für Schaltungsentwurf (Prof. Brederlow),"TUM/Schools/Computation, Information and Technology/Departments/Electrical Engineering/Schaltungsentwurf (Prof. Brederlow)"
49717,TUINF21,Informatik 1 - Professur für Digital Health (N.N.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Digital Health (N.N.)"
49757,TUZEICF,Core Facility Gnotobiologie,TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für Ernährungs- und Lebensmittelforschung (ZIEL) - Institute for Food & Health/Core Facility Gnotobiologie
49777,TUWZA2A,Professur für Agrarmechatronik (Prof. Oksanen),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Agrarmechatronik (Prof. Oksanen)
49797,TUPHTFE,Professur für Theory of Functional Energy Materials (Prof. Egger),TUM/Schools/Natural Sciences/Departments/Physics/Theory of Functional Energy Materials (Prof. Egger)
49817,TUZET19,Imaging and Biomarkers in Oncology (AG Kossatz),TUM/Wissenschaftliche Zentralinstitute/Zentralinstitut für translationale Krebsforschung (TranslaTUM)/Imaging and Biomarkers in Oncology (AG Kossatz)
49837,TUARL36,Professur für Digital Fabrication (Prof. Dörfler),TUM/Schools/Engineering and Design/Departments/Architecture/Digital Fabrication (Prof. Dörfler)
49857,TUWIH07,Lehrstuhl für Operations Management (Prof. Kiesmüller) (TUM Campus Heilbronn),TUM/Schools/Management/Departments/Operations and Technology/Operations Management (Prof. Kiesmüller) (TUM Campus Heilbronn)
49877,TUSPL07,"Professur für Bewegung, Ernährung und Gesundheit (Prof. Köhler)","TUM/Schools/Medicine and Health/Departments/Health and Sport Sciences/Bewegung, Ernährung und Gesundheit (Prof. Köhler)"
49878,TUPOL13,"Professur für Recht, Innovation und Legal Design (Prof. Djeffal)","TUM/Schools/Social Sciences and Technology/Departments/Science, Technology and Society/Recht, Innovation und Legal Design (Prof. Djeffal)"
49897,TUMEMO0,Institut für Molekulare Onkologie und Funktionelle Genomik (Prof. Rad),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Institut für Molekulare Onkologie und Funktionelle Genomik (Prof. Rad)
49919,TUPHAUK,Ausschüsse und Kommissionen,TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen
49920,TUPHAEK,Eignungskommissionen,TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen
49931,TUEIAUK,Ausschüsse und Kommissionen,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Ausschüsse und Kommissionen
49932,TUEIEKO,Eignungskommissionen,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Ausschüsse und Kommissionen/Eignungskommissionen
49965,TUPHAET,"Eignungskommission Studiengang M.Sc. Physik (Kern-, Teilchen- und Astrophysik)","TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Physik (Kern-, Teilchen- und Astrophysik)"
49966,TUPHAEA,Eignungskommission Studiengang M.Sc. Physics (Applied and Engineering Physics),TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Physics (Applied and Engineering Physics)
49967,TUPHAEB,Eignungskommission Studiengang M.Sc. Physik (Biophysik),TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Physik (Biophysik)
49968,TUPHAEC,Eignungskommission Studiengang M.Sc. Physik (Physik der Kondensierten Materie),TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Physik (Physik der Kondensierten Materie)
49969,TUPHAEL,Eignungskommission Studiengang M.Sc. Matter to Life,TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Matter to Life
50009,TUEIMEI,Eignungskommission Studiengang M.Sc. Elektrotechnik und Informationstechnik,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Elektrotechnik und Informationstechnik
50010,TUEIMNE,Eignungskommission Studiengang M.Sc. Elite-Masterstudiengang Neuroengineering,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Elite-Masterstudiengang Neuroengineering
50011,TUEIMPE,Eignungskommission Studiengang M.Sc. Power Engineering,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Power Engineering
50012,TUEIMCO,Eignungskommission Studiengang M.Sc. Communications Engineering,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Communications Engineering
50077,TUCSBIO,Information Officer TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Beauftragte/Information Officer
50078,TUCSDSB,Datenschutzbevollmächtigte/r TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Beauftragte/Datenschutzbevollmächtigte/r
50079,TUCSFBA,Frauenbeauftragte TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Beauftragte/Frauenbeauftragte
50080,TUCSSBV,Vertrauensperson der Schwerbehinderten TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS),TUM/Integrative Research Institutes/TUM Campus Straubing für Biotechnologie und Nachhaltigkeit (TUMCS)/Beauftragte/Vertrauensperson der Schwerbehinderten
50097,TUBVIMO,Professur für Immobilienentwicklung (Prof. Zhu),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Immobilienentwicklung (Prof. Zhu)
50137,TUWIH08,Professur für Innovation and Digitalization (N.N.) (TUM Campus Heilbronn),TUM/Schools/Management/Departments/Innovation and Entrepreneurship/Innovation and Digitalization (N.N.) (TUM Campus Heilbronn)
50157,TUMWMAT,Lehrstuhl für Werkstofftechnik der Additiven Fertigung (Prof. Mayr),TUM/Schools/Engineering and Design/Departments/Materials Engineering/Werkstofftechnik der Additiven Fertigung (Prof. Mayr)
50158,TUMWMFM,Professur für Multiscale Modeling of Fluid Materials (Prof. Zavadlav),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Multiscale Modeling of Fluid Materials (Prof. Zavadlav)
50159,TUPOL14,"Lehrstuhl für Recht und Sicherheit der Digitalisierung (Prof. Heckmann, Joint Appointment der TUM School of Social Sciences and Technology und TUM School of Computation, Information and Technology)","TUM/Schools/Social Sciences and Technology/Departments/Governance/Recht und Sicherheit der Digitalisierung (Prof. Heckmann, Joint Appointment der TUM School of Social Sciences and Technology und TUM School of Computation, Information and Technology)"
50177,TUPHAEM,Eignungskommission Studiengang M.Sc. Biomedical Engineering and Medical Physics,TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Biomedical Engineering and Medical Physics
50197,TUMATOP,Professur für Topologie (Prof. Scheimbauer),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Topologie (Prof. Scheimbauer)"
50217,TUWIB40,Professur für Resource Economics (Prof. Ikonnikova),TUM/Schools/Management/Departments/Economics and Policy/Resource Economics (Prof. Ikonnikova)
50218,TUWIH09,Professur für Finance (Prof. Müller) (TUM Campus Heilbronn),TUM/Schools/Management/Departments/Finance and Accounting/Finance (Prof. Müller) (TUM Campus Heilbronn)
50237,TUCHACE,Lehrstuhl für Medicinal and Bioinorganic Chemistry (Prof. Casini),TUM/Schools/Natural Sciences/Departments/Chemistry/Medicinal and Bioinorganic Chemistry (Prof. Casini)
50238,TUINF22,Informatik 5 - Professur für Quantum Computing (Prof. Mendl),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Quantum Computing (Prof. Mendl)"
50239,TUINF23,Informatik 7 - Professur für Theoretical Foundations of Artificial Intelligence (Prof. Ghoshdastidar),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Theoretical Foundations of Artificial Intelligence (Prof. Ghoshdastidar)"
50240,TUWZA2B,Professur für Metabolic Programming (Prof. Uhlenhaut),TUM/Schools/Life Sciences/Departments/Molecular Life Sciences/Metabolic Programming (Prof. Uhlenhaut)
50241,TUWZG3B,Lehrstuhl für Ökosystemdynamik und Waldmanagement in Gebirgslandschaften (Prof. Seidl),TUM/Schools/Life Sciences/Departments/Life Science Systems/Ökosystemdynamik und Waldmanagement in Gebirgslandschaften (Prof. Seidl)
50242,TUWZN5B,Lehrstuhl für Nutritional Systems Biology (N.N.),TUM/Schools/Life Sciences/Departments/Molecular Life Sciences/Nutritional Systems Biology (N.N.)
50257,TUEDS31,Professur für Wirtschaftspädagogik (Prof. Förster),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Wirtschaftspädagogik (Prof. Förster)
50277,TUPHTQM,Professur für Theorie der Quantenmaterie und Nanophysik (Prof. Knolle),TUM/Schools/Natural Sciences/Departments/Physics/Theorie der Quantenmaterie und Nanophysik (Prof. Knolle)
50278,TUBVGTT,Professur für Geothermal Technologies (Prof. Drews),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Geothermal Technologies (Prof. Drews)
50301,TUPHTBN,Professur für Theorie biologischer Netzwerke (Prof. Alim),TUM/Schools/Natural Sciences/Departments/Bioscience/Theorie biologischer Netzwerke (Prof. Alim)
50317,TUMEZN3,Professur für Neurons and Metabolism (MPI) (Prof. Harbauer),TUM/Schools/Medicine and Health/Departments/Preclinical Medicine/Institut für Zellbiologie des Nervensystems (Prof. Misgeld)/Neurons and Metabolism (MPI) (Prof. Harbauer)
50337,TUPRSEE,Strategie und Exzellenzentwicklung,TUM/Hochschulpräsidium/Strategie und Exzellenzentwicklung
50357,TUCHECO,Exzellenzcluster e-conversion,TUM/Forschungscluster/Exzellenzcluster e-conversion
50377,TUWZP2I,Professur für Plant-Insect Interaction (Prof. Leonhardt),TUM/Schools/Life Sciences/Departments/Life Science Systems/Plant-Insect Interaction (Prof. Leonhardt)
50437,TUPHAEQ,Eignungskommission Studiengang M.Sc. Quantum Science & Technology,TUM/Fakultäten/Ehemalige Fakultät für Physik/Ausschüsse und Kommissionen/Eignungskommissionen/M.Sc. Quantum Science & Technology
50457,TUMWLBA,Professur für Laser-based Additive Manufacturing (Prof. Wudy),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Laser-based Additive Manufacturing (Prof. Wudy)
50477,TUWIH10,Professur für Supply Chain Management (Prof. Wuttke) (TUM Campus Heilbronn),TUM/Schools/Management/Departments/Operations and Technology/Supply Chain Management (Prof. Wuttke) (TUM Campus Heilbronn)
50478,TUINF24,Informatik 3 - Professur für Database Systems (Prof. Giceva),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Database Systems (Prof. Giceva)"
50498,TUMENW3,Professur für Brain Circuit Function and Dysfunction (N.N.),TUM/Schools/Medicine and Health/Departments/Preclinical Medicine/Institut für Neurowissenschaften (Prof. Misgeld komm.)/Brain Circuit Function and Dysfunction (N.N.)
50499,TULRFSV,"Luftfahrt, Raumfahrt und Geodäsie","TUM/Schools/Engineering and Design/Fachschaftsvertretung/Luftfahrt, Raumfahrt und Geodäsie"
50517,TUWIH11,Professur für Corporate Law (Prof. Jung) (TUM Campus Heilbronn),TUM/Schools/Management/Departments/Economics and Policy/Corporate Law (Prof. Jung) (TUM Campus Heilbronn)
50537,TUPRSSU,TUM Sustainability Office,TUM/Hochschulpräsidium/TUM Sustainability Office
50597,TUZELLL,TUM Institute for Life Long Learning,TUM/TUM Institute for Life Long Learning
50618,TUPRVP9,Vizepräsident Entrepreneurship,TUM/Hochschulpräsidium/Vizepräsidenten und Kanzler/Vizepräsident Entrepreneurship
50637,TUPOL15,Professur für Global Health (Prof. Steinert),TUM/Schools/Social Sciences and Technology/Departments/Governance/Global Health (Prof. Steinert)
50657,TULRBGD,Professur für  Big Geospatial Data Management (Prof. Werner),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Big Geospatial Data Management (Prof. Werner)
50697,TUCHACF,Lehrstuhl für Chemie der Festkörperelektrolyte (Prof. Rupp),TUM/Schools/Natural Sciences/Departments/Chemistry/Chemie der Festkörperelektrolyte (Prof. Rupp)
50717,TUWZC2P,Professur für Crop Physiology (Prof. Bienert),TUM/Schools/Life Sciences/Departments/Molecular Life Sciences/Crop Physiology (Prof. Bienert)
