canteen_id,date,position,name,dish_type,prices_json,labels_json,source_url,last_update
mensa-arcisstr,2026-06-17,0,Pasta Quattro formaggi (tier.Lab),Pasta,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,1,"Pizza Elsässer Art mit Sauerrahm, Zwiebeln, Speck und Käse",Pizza,"{""students"":{""base_price"":5.0,""price_per_unit"":0.0,""unit"":""100g""},""staff"":{""base_price"":5.5,""price_per_unit"":0.0,""unit"":""100g""},""guests"":{""base_price"":6.5,""price_per_unit"":0.0,""unit"":""100g""}}","[""ANTIOXIDANTS"",""BARLEY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""PHOSPHATES"",""PORK"",""PRESERVATIVES"",""SOY"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,2,Flammkuchen mit buntem Gemüse,Pizza,"{""students"":{""base_price"":5.0,""price_per_unit"":0.0,""unit"":""100g""},""staff"":{""base_price"":5.5,""price_per_unit"":0.0,""unit"":""100g""},""guests"":{""base_price"":6.5,""price_per_unit"":0.0,""unit"":""100g""}}","[""BARLEY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""SOY"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,3,Fleischpflanzerl (1 Stück) mit Kümmelsauce,Grill,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""BEEF"",""CEREAL"",""CHICKEN_EGGS"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""MUSTARD"",""PORK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,4,Köttbullar (9 Stück) mit Kräuterdip,Grill,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""BEEF"",""CEREAL"",""CHICKEN_EGGS"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""PORK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,5,Gebratener Räuchertofu mit Gemüse (scharf),Grill,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""SOY"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,6,"Wokgemüse mit Mini-Frühlingsrollen , dazu Erdnüsse",Wok,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""CEREAL"",""GARLIC"",""GLUTEN"",""MUSTARD"",""PEANUTS"",""PRESERVATIVES"",""SESAME"",""SHELL_FRUITS"",""SOY"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,7,Linseneintopf mit Gemüse,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""ANTIOXIDANTS"",""CELERY"",""DYESTUFF"",""SULFITES"",""SULPHURS"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,8,"Vegane Gulaschsuppe mit Soja, Kartoffeln und Paprika",Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""SOY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,9,Quinoa-Grünkern-Strudel mit Sauerrahm-Dip,Vegetarisch/fleischlos,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""BARLEY"",""CELERY"",""CEREAL"",""DYESTUFF"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MILK"",""MUSTARD"",""SOY"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,10,Schweinebraten (1 Scheibe) mit Biersauce (S vom Strohschwein),Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""ALCOHOL"",""BARLEY"",""CEREAL"",""GLUTEN"",""MEAT"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,11,Di Manzo - Rindfleisch in Balsamico,Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""BEEF"",""CEREAL"",""DYESTUFF"",""GLUTEN"",""MEAT"",""SULFITES"",""SULPHURS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-17,12,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,0,Spinatspätzlepfanne mit Bergkäse und abgeschmelzten Zwiebeln,Pasta,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,1,Pizza Vegetariana mit Grillgemüse und Mozzarella,Pizza,"{""students"":{""base_price"":4.5,""price_per_unit"":0.0,""unit"":""100g""},""staff"":{""base_price"":5.0,""price_per_unit"":0.0,""unit"":""100g""},""guests"":{""base_price"":6.0,""price_per_unit"":0.0,""unit"":""100g""}}","[""BARLEY"",""CELERY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MILK"",""SOY"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,2,Tandoori Chicken (1 Stück) in Joghurtmarinade und Gurken-Minz-Dip,Grill,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""GARLIC"",""LACTOSE"",""MEAT"",""MILK"",""MUSTARD""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,3,Röstis mit Kräuterquarkdip,Wok,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""LACTOSE"",""MEAT"",""MILK""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,4,Italienischer Bohneneintopf,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,5,Türkische Linsensuppe mit Kreuzkümmel,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,6,Schaschlik (1 Stück) mit Honig-Currysauce,Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""MEAT"",""MUSTARD"",""PORK"",""SWEETENERS""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,7,Veganes Tomatenragout mit Falafel,Vegan,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GARLIC"",""GLUTEN"",""MUSTARD"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-18,8,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
mensa-arcisstr,2026-06-19,0,Pasta mit Gorgonzola-Walnuss-Sauce,Pasta,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""SHELLFISH"",""SHELL_FRUITS"",""WALNUTS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-arcisstr,2026-06-17
